order_details_id,order_id,pizza_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
13695,6000,bbq_ckn_l,1,4/11/2015,17:02:26,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13696,6000,hawaiian_l,1,4/11/2015,17:02:26,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13697,6000,mexicana_l,1,4/11/2015,17:02:26,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
13698,6001,veggie_veg_l,1,4/11/2015,17:09:38,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
13699,6002,five_cheese_l,1,4/11/2015,17:10:39,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
13700,6002,spicy_ital_l,1,4/11/2015,17:10:39,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13701,6002,thai_ckn_l,1,4/11/2015,17:10:39,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13702,6003,bbq_ckn_l,2,4/11/2015,17:19:57,20.75,41.5,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13703,6003,big_meat_s,1,4/11/2015,17:19:57,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
13704,6003,peppr_salami_l,1,4/11/2015,17:19:57,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
13705,6004,big_meat_s,1,4/11/2015,17:51:56,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
13706,6005,bbq_ckn_s,1,4/11/2015,18:05:07,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13707,6006,bbq_ckn_m,1,4/11/2015,18:13:26,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13708,6006,peppr_salami_s,1,4/11/2015,18:13:26,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
13709,6007,soppressata_s,1,4/11/2015,18:25:17,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
13710,6007,thai_ckn_l,1,4/11/2015,18:25:17,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13711,6008,bbq_ckn_l,1,4/11/2015,18:31:11,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13712,6009,southw_ckn_m,1,4/11/2015,18:40:00,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13713,6010,ital_veggie_m,1,4/11/2015,18:44:44,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
13714,6010,spicy_ital_l,1,4/11/2015,18:44:44,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13715,6011,spicy_ital_s,1,4/11/2015,18:48:21,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13716,6012,five_cheese_l,1,4/11/2015,18:57:27,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
13717,6013,hawaiian_s,1,4/11/2015,19:09:37,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13718,6013,mediterraneo_l,1,4/11/2015,19:09:37,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
13719,6013,spin_pesto_s,1,4/11/2015,19:09:37,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
13720,6013,veggie_veg_m,1,4/11/2015,19:09:37,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
13721,6014,four_cheese_l,1,4/11/2015,19:11:32,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
13722,6014,pepperoni_m,1,4/11/2015,19:11:32,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
13723,6015,five_cheese_l,1,4/11/2015,19:12:57,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
13724,6015,mediterraneo_s,1,4/11/2015,19:12:57,12,12,S,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza
13725,6016,ital_supr_m,1,4/11/2015,19:38:31,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
13726,6016,prsc_argla_s,1,4/11/2015,19:38:31,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
13727,6016,soppressata_l,1,4/11/2015,19:38:31,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
13728,6017,bbq_ckn_m,1,4/11/2015,19:48:39,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13729,6017,hawaiian_l,1,4/11/2015,19:48:39,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13730,6017,prsc_argla_l,1,4/11/2015,19:48:39,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
13731,6017,the_greek_m,1,4/11/2015,19:48:39,16,16,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
13732,6018,four_cheese_l,1,4/11/2015,20:10:16,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
13733,6018,ital_veggie_m,1,4/11/2015,20:10:16,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
13734,6018,pepperoni_l,1,4/11/2015,20:10:16,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
13735,6018,prsc_argla_m,1,4/11/2015,20:10:16,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
13736,6019,mexicana_l,1,4/11/2015,20:10:58,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
13737,6020,hawaiian_s,1,4/11/2015,20:14:07,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13738,6020,sicilian_m,1,4/11/2015,20:14:07,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
13739,6021,bbq_ckn_m,1,4/11/2015,20:20:40,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13740,6021,spicy_ital_l,2,4/11/2015,20:20:40,20.75,41.5,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13741,6021,the_greek_m,1,4/11/2015,20:20:40,16,16,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
13742,6022,veggie_veg_s,1,4/11/2015,20:42:22,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
13743,6023,hawaiian_s,1,4/11/2015,20:48:57,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13744,6023,ital_veggie_s,1,4/11/2015,20:48:57,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
13745,6023,mexicana_m,1,4/11/2015,20:48:57,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
13746,6023,peppr_salami_l,1,4/11/2015,20:48:57,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
13747,6024,bbq_ckn_s,1,4/11/2015,20:52:58,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13748,6024,green_garden_s,1,4/11/2015,20:52:58,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
13749,6024,pepperoni_s,1,4/11/2015,20:52:58,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
13750,6025,spicy_ital_m,1,4/11/2015,21:04:56,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13751,6025,spin_pesto_m,1,4/11/2015,21:04:56,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
13752,6026,bbq_ckn_s,1,4/11/2015,21:26:27,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13753,6026,ital_supr_m,1,4/11/2015,21:26:27,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
13754,6026,pep_msh_pep_s,1,4/11/2015,21:26:27,11,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
13755,6026,soppressata_s,1,4/11/2015,21:26:27,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza
13756,6027,thai_ckn_m,2,4/11/2015,21:26:33,16.75,33.5,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13757,6028,cali_ckn_m,1,4/11/2015,21:40:13,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
13758,6028,hawaiian_s,1,4/11/2015,21:40:13,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13759,6029,classic_dlx_m,1,4/11/2015,21:40:38,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13760,6030,ital_cpcllo_m,1,4/11/2015,21:54:53,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
13761,6030,southw_ckn_l,1,4/11/2015,21:54:53,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13762,6030,the_greek_m,1,4/11/2015,21:54:53,16,16,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
13763,6030,the_greek_xl,1,4/11/2015,21:54:53,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
13764,6031,pepperoni_l,1,4/11/2015,22:07:54,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
13765,6031,thai_ckn_l,1,4/11/2015,22:07:54,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13766,6032,napolitana_m,1,4/11/2015,22:43:36,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
13767,6032,spin_pesto_s,1,4/11/2015,22:43:36,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza
13768,6032,veggie_veg_m,1,4/11/2015,22:43:36,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
13769,6033,calabrese_m,1,4/11/2015,22:44:27,16.25,16.25,M,Supreme,"慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
13770,6033,ital_veggie_m,1,4/11/2015,22:44:27,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
13771,6033,pepperoni_l,1,4/11/2015,22:44:27,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
13772,6033,sicilian_s,1,4/11/2015,22:44:27,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
13773,6034,cali_ckn_s,1,4/11/2015,22:50:28,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
13774,6034,green_garden_m,1,4/11/2015,22:50:28,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
13775,6034,spinach_fet_m,1,4/11/2015,22:50:28,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
13776,6034,veggie_veg_m,1,4/11/2015,22:50:28,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
13777,6035,sicilian_s,1,4/12/2015,11:35:56,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza
13778,6036,ckn_pesto_m,1,4/12/2015,11:40:25,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
13779,6037,thai_ckn_m,1,4/12/2015,11:47:33,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13780,6038,the_greek_xxl,1,4/12/2015,11:51:07,35.95,35.95,XXL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
13781,6039,the_greek_xl,1,4/12/2015,11:58:58,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza
13782,6040,classic_dlx_s,1,4/12/2015,12:02:01,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13783,6040,hawaiian_s,1,4/12/2015,12:02:01,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13784,6040,ital_supr_m,1,4/12/2015,12:02:01,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
13785,6040,spicy_ital_l,1,4/12/2015,12:02:01,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13786,6040,spicy_ital_m,1,4/12/2015,12:02:01,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13787,6041,bbq_ckn_m,1,4/12/2015,12:09:18,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13788,6041,four_cheese_m,1,4/12/2015,12:09:18,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza
13789,6042,bbq_ckn_s,1,4/12/2015,12:15:07,12.75,12.75,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13790,6042,big_meat_s,1,4/12/2015,12:15:07,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
13791,6042,cali_ckn_m,2,4/12/2015,12:15:07,16.75,33.5,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
13792,6042,five_cheese_l,1,4/12/2015,12:15:07,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza
13793,6042,mexicana_m,1,4/12/2015,12:15:07,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
13794,6042,thai_ckn_m,1,4/12/2015,12:15:07,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13795,6042,veggie_veg_s,1,4/12/2015,12:15:07,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza
13796,6043,prsc_argla_l,1,4/12/2015,12:21:18,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
13797,6044,southw_ckn_l,1,4/12/2015,12:30:38,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13798,6044,spinach_fet_l,1,4/12/2015,12:30:38,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza
13799,6045,ckn_pesto_l,1,4/12/2015,12:55:21,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
13800,6045,prsc_argla_l,1,4/12/2015,12:55:21,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza
13801,6045,southw_ckn_l,1,4/12/2015,12:55:21,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13802,6045,thai_ckn_s,1,4/12/2015,12:55:21,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza
13803,6046,big_meat_s,1,4/12/2015,13:07:43,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
13804,6046,calabrese_m,1,4/12/2015,13:07:43,16.25,16.25,M,Supreme,"慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
13805,6046,cali_ckn_l,1,4/12/2015,13:07:43,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza
13806,6046,ckn_alfredo_m,1,4/12/2015,13:07:43,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
13807,6046,ckn_pesto_s,1,4/12/2015,13:07:43,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza
13808,6046,green_garden_s,1,4/12/2015,13:07:43,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
13809,6047,ital_supr_l,1,4/12/2015,13:11:46,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
13810,6048,classic_dlx_s,1,4/12/2015,13:15:14,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13811,6049,peppr_salami_l,1,4/12/2015,13:49:36,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza
13812,6050,green_garden_m,1,4/12/2015,14:37:02,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza
13813,6051,big_meat_s,1,4/12/2015,14:44:11,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza
13814,6051,ckn_alfredo_m,1,4/12/2015,14:44:11,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
13815,6051,napolitana_m,1,4/12/2015,14:44:11,16,16,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza
13816,6051,southw_ckn_l,1,4/12/2015,14:44:11,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13817,6051,spicy_ital_l,1,4/12/2015,14:44:11,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza
13818,6052,classic_dlx_m,1,4/12/2015,14:48:07,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13819,6052,ital_supr_m,1,4/12/2015,14:48:07,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza
13820,6052,pepperoni_s,1,4/12/2015,14:48:07,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza
13821,6053,spinach_supr_m,1,4/12/2015,15:02:56,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
13822,6054,hawaiian_l,1,4/12/2015,15:10:44,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza
13823,6055,ital_cpcllo_l,2,4/12/2015,15:39:22,20.5,41,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza
13824,6056,calabrese_m,1,4/12/2015,15:55:20,16.25,16.25,M,Supreme,"慛duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza
13825,6057,ckn_alfredo_m,1,4/12/2015,16:11:36,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza
13826,6058,classic_dlx_s,1,4/12/2015,16:39:27,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13827,6058,ital_veggie_s,1,4/12/2015,16:39:27,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza
13828,6058,pep_msh_pep_s,1,4/12/2015,16:39:27,11,11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
13829,6058,spinach_supr_m,1,4/12/2015,16:39:27,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza
13830,6059,bbq_ckn_l,1,4/12/2015,16:55:25,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza
13831,6059,classic_dlx_l,1,4/12/2015,16:55:25,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13832,6059,southw_ckn_m,1,4/12/2015,16:55:25,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13833,6059,southw_ckn_s,1,4/12/2015,16:55:25,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza
13834,6060,classic_dlx_s,1,4/12/2015,17:00:33,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza
13835,6061,mexicana_m,1,4/12/2015,17:02:05,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza
